FIRST_NAME,LAST_NAME,EMAIL,GENDER,DOB_DD_MM_YYYY,USER_TYPE,ROLE,AGE,CLIENT_NAME,PROJECT_NAME,PROJECT_START_DATE,PROJECT_END_DATE,PROJECT_DURATION,PROJECT_CATEGORY,ALLOCATION_START,ALLOCATION_END,ALLOCATION_DURATION,WEEK_START,WEEK_END,ACTIVITY,COMMENTS,MON,TUE,WED,THUR,FRI,SAT,SUN,FLAG,TOTAL_WEEK_HOURS,HOURS_OVER_OR_UNDER,FEEDBACK_START_PERIOD,FEEDBACK_END_PERIOD,Q1,Q2,Q3,Q4,Q5,Q6,FEEDBACK_COMMENTS,ATTENDANCE_REGULARIZATION
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,27-09-1999,User,consultant,25,"Kautzer, McKenzie and Lockman",Software_Developper,2024-03-15,2024-04-05,21,Mid Cap Project,12-08-2023,02-09-2023,21,2024-03-26,2024-04-02,bau,Task complexity higher than anticipated,1,3,8,5,9,5,2,True,33.0,-7.0,,,,,,,,,,1
Cloe,Spinley,cspinleyi@ebay.com,Male,18-12-1992,User,software_developper,32,Stanton and Sons,Software_Developper,2024-03-19,2024-04-23,35,Mid Cap Project,11-08-2023,01-09-2023,21,2023-04-29,2023-05-06,sales_activity,Feeling empowered to make decisions,1,11,4,5,4,2,1,False,28.0,-12.0,2023-09-14,2023-09-21,3,5,5,1,5,2,Feeling stressed due to the project's impact on team dynamics and morale.,1
Noach,Wigmore,nwigmore7i@apple.com,Female,26-11-2001,User,tribe_master,23,Bosco and Sons,Consulting,2023-10-15,2023-10-29,14,Small Cap Project,14-01-2024,11-02-2024,28,2024-02-24,2024-03-02,sales_activity,Feeling enthusiastic about project progress,12,8,8,11,6,11,2,False,58.0,18.0,2023-07-02,2023-07-09,5,4,1,5,3,2,Feeling unsupported in addressing project conflicts and disagreements.,0
Jermayne,Gosswell,jgosswellln@wikipedia.org,Female,04-12-1996,User,consultant,28,Kuhn Group,Software_Developper,2023-05-17,2023-06-21,35,Mid Cap Project,20-02-2024,05-03-2024,14,2023-09-14,2023-09-21,sales_activity,Experiencing burnout from long hours,3,8,3,11,4,11,4,False,44.0,4.0,2024-02-17,2024-02-24,4,3,3,1,5,4,Feeling frustrated with the project's lack of progress and clarity.,0
Larisa,Canet,lcanet8g@unicef.org,Male,26-10-1990,User,intern,34,"Hudson, Romaguera and Padberg",Software_Developper,2023-10-11,2023-11-08,28,Mid Cap Project,23-10-2023,04-12-2023,42,2023-08-09,2023-08-16,bau,Need to delegate tasks more effectively,9,3,1,4,1,6,8,False,32.0,-8.0,,,,,,,,,,1
Hermina,Musker,hmuskermu@google.ca,Male,08-06-1992,User,tribe_master,32,Hermann LLC,Software_Developper,2023-11-24,2023-12-29,35,Mid Cap Project,14-03-2024,25-04-2024,42,2023-10-29,2023-11-05,bau,Enjoying working on current tasks,1,11,3,5,10,1,3,True,34.0,-6.0,2023-10-01,2023-10-08,1,5,2,1,5,1,Experiencing challenges in managing project conflicts and disputes effectively.,1
Dewie,Amaya,damaya1q@indiatimes.com,Male,07-07-1976,User,consultant,48,Stiedemann Inc,Software_Developper,2023-04-09,2023-04-23,14,Small Cap Project,14-08-2023,28-08-2023,14,2023-07-18,2023-07-25,bau,Need to prioritize tasks more effectively,10,12,4,7,6,8,8,False,55.0,15.0,2023-05-20,2023-05-27,3,1,1,5,4,4,Seeking guidance on managing project schedules and deadlines.,0
Chevy,Smitherman,csmitherman19@sciencedaily.com,Female,10-10-1984,User,consultant,40,Stanton and Sons,Software_Developper,2024-03-19,2024-04-23,35,Mid Cap Project,26-06-2023,17-07-2023,21,2023-08-17,2023-08-24,bau,Feeling grateful for team collaboration,7,8,7,2,3,3,5,True,35.0,-5.0,2023-12-30,2024-01-06,4,5,4,3,3,3,Experiencing difficulties in delegating tasks effectively.,0
Hermina,Musker,hmuskermu@google.ca,Male,08-06-1992,User,tribe_master,32,"Heaney, Wyman and Gorczany",Software_Developper,2023-09-16,2023-10-28,42,Mid Cap Project,14-03-2024,25-04-2024,42,2023-10-29,2023-11-05,bau,Enjoying working on current tasks,1,11,3,5,10,1,3,True,34.0,-6.0,2023-08-09,2023-08-16,5,4,4,5,3,4,Struggling to balance multiple projects simultaneously.,1
Tawsha,Paridge,tparidge7w@furl.net,Male,01-02-1988,User,software_developper,36,"Trantow, Bednar and Hills",Consulting,2023-12-07,2023-12-21,14,Small Cap Project,05-03-2024,19-03-2024,14,2023-12-18,2023-12-25,sales_activity,Feeling valued and appreciated by team,6,6,1,3,2,2,11,False,31.0,-9.0,2023-11-23,2023-11-30,4,1,5,1,3,2,Experiencing burnout due to long hours.,1
Briny,Kittman,bkittmannd@dyndns.org,Male,04-09-1983,User,tribe_master,41,West LLC,Consulting,2023-07-07,2023-08-04,28,Mid Cap Project,23-03-2024,04-05-2024,42,2023-04-29,2023-05-06,sales_activity,Feeling empowered to make decisions,1,11,4,5,4,2,1,False,28.0,-12.0,2023-06-18,2023-06-25,3,4,3,2,3,3,Struggling to cope with changing project requirements.,1
Linnell,Garside,lgarsidell@bravesites.com,Male,12-11-1979,User,software_developper,45,Pouros LLC,Consulting,2024-01-30,2024-02-27,28,Mid Cap Project,02-07-2023,30-07-2023,28,2023-11-16,2023-11-23,client_project,Feeling valued and appreciated by team,9,12,6,1,6,9,11,False,54.0,14.0,,,,,,,,,,0
Kirbee,Rosiello,krosielloqr@symantec.com,Female,02-07-1979,User,tribe_master,45,"Mayer, Marquardt and Heathcote",Software_Developper,2024-02-08,2024-02-29,21,Mid Cap Project,15-10-2023,12-11-2023,28,2024-01-19,2024-01-26,bau,Need to seek advice from mentors,3,1,1,1,12,8,5,False,31.0,-9.0,2024-01-31,2024-02-07,1,5,4,1,4,5,Feeling unsupported in addressing team challenges.,1
Lorry,Grimsdell,lgrimsdellkk@devhub.com,Female,20-08-1997,User,consultant,27,O'Keefe Inc,Software_Developper,2023-10-06,2023-10-27,21,Mid Cap Project,12-01-2024,16-02-2024,35,2023-04-15,2023-04-22,client_project,Task requirements aligned with user needs,5,4,10,3,5,3,4,True,34.0,-6.0,,,,,,,,,,1
Nadeen,Guidera,nguidera1y@a8.net,Male,09-08-1982,User,software_developper,42,Lockman LLC,Software_Developper,2023-04-21,2023-05-05,14,Small Cap Project,15-11-2023,20-12-2023,35,2023-12-18,2023-12-25,bau,Facing challenges with time tracking,9,7,2,4,1,8,2,True,33.0,-7.0,2023-10-10,2023-10-17,4,1,4,5,3,3,Struggling with communication barriers within the team.,1
Simone,Partener,spartenernc@businessinsider.com,Male,19-06-1975,User,software_developper,49,"Breitenberg, Bartoletti and Gerhold",Consulting,2023-09-05,2023-09-19,14,Small Cap Project,17-10-2023,07-11-2023,21,2024-02-17,2024-02-24,sales_activity,Facing interruptions during work hours,12,3,3,11,4,10,3,True,46.0,6.0,2023-08-24,2023-08-31,2,3,5,4,3,5,Need assistance in managing project dependencies and critical paths.,0
Chevy,Smitherman,csmitherman19@sciencedaily.com,Female,10-10-1984,User,consultant,40,Koepp Inc,Consulting,2023-05-03,2023-06-07,35,Mid Cap Project,26-06-2023,17-07-2023,21,2023-04-29,2023-05-06,sales_activity,Feeling empowered to make decisions,1,11,4,5,4,2,1,False,28.0,-12.0,2023-12-30,2024-01-06,4,5,4,3,3,3,Experiencing difficulties in delegating tasks effectively.,1
Nady,Hellwich,nhellwichgj@mayoclinic.com,Female,21-03-2001,User,intern,23,Schumm-O'Kon,Consulting,2023-04-10,2023-05-15,35,Mid Cap Project,09-09-2023,23-09-2023,14,2023-10-30,2023-11-06,client_project,Facing challenges with client expectations,8,3,6,7,2,5,9,True,40.0,0.0,2023-09-14,2023-09-21,4,3,2,4,5,1,Feeling stressed due to the project's impact on team dynamics and morale.,0
Hanan,Matskevich,hmatskevichoq@independent.co.uk,Female,04-05-1977,User,software_developper,47,Harber and Sons,Intern,2024-01-13,2024-02-24,42,Mid Cap Project,11-08-2023,22-09-2023,42,2023-05-18,2023-05-25,sales_activity,Encountering unexpected obstacles,3,8,1,5,2,5,10,True,34.0,-6.0,2023-06-30,2023-07-07,1,5,2,5,3,2,Concerns about job security.,1
Nowell,Carrane,ncarrane7l@twitter.com,Female,27-05-1983,User,software_developper,41,Hintz-Towne,Consulting,2024-01-24,2024-02-14,21,Mid Cap Project,01-06-2023,13-07-2023,42,2024-01-20,2024-01-27,bau,Can't able to do within the time period,8,3,5,10,9,12,6,True,53.0,13.0,2024-01-31,2024-02-07,5,2,5,3,3,3,Feeling unsupported in addressing team challenges.,0
Cass,Hulkes,chulkesdx@fema.gov,Male,23-02-1979,User,software_developper,45,"Gerlach, Rosenbaum and Grimes",Software_Developper,2023-06-20,2023-07-04,14,Small Cap Project,06-04-2024,20-04-2024,14,2023-04-18,2023-04-25,client_project,Need to update project documentation,8,9,5,9,10,7,6,False,54.0,14.0,2023-09-14,2023-09-21,1,5,5,5,1,4,Feeling frustrated with the project's lack of progress and clarit,0
Kirbee,Rosiello,krosielloqr@symantec.com,Female,02-07-1979,User,tribe_master,45,Ledner LLC,Software_Developper,2023-10-30,2023-11-27,28,Mid Cap Project,15-10-2023,12-11-2023,28,2024-01-19,2024-01-26,bau,Need to seek advice from mentors,3,1,1,1,12,8,5,False,31.0,-9.0,2024-01-31,2024-02-07,1,5,4,1,4,5,Feeling unsupported in addressing team challenges.,1
Lorettalorna,Cleen,lcleenl3@webmd.com,Male,17-12-1992,User,software_developper,32,Grimes Inc,Intern,2024-02-05,2024-02-19,14,Small Cap Project,01-11-2023,15-11-2023,14,2023-05-04,2023-05-11,sales_activity,Experiencing burnout from long hours,10,7,3,9,9,10,4,True,52.0,12.0,,,,,,,,,,0
Chevy,Smitherman,csmitherman19@sciencedaily.com,Female,06-03-1984,User,consultant,40,"Beatty, Lockman and Ortiz",Software_Developper,2023-06-04,2023-07-02,28,Mid Cap Project,26-06-2023,17-07-2023,21,2023-05-14,2023-05-21,sales_activity,Feeling confident in project team's capabilities,6,8,10,3,1,2,9,True,39.0,-1.0,2023-12-30,2024-01-06,4,5,4,3,3,3,Experiencing difficulties in delegating tasks effectively.,0
Tawsha,Paridge,tparidge7w@furl.net,Male,01-02-1988,User,software_developper,36,"Gislason, Strosin and McDermott",Software_Developper,2023-05-19,2023-06-02,14,Small Cap Project,05-03-2024,19-03-2024,14,2023-05-31,2023-06-07,sales_activity,Experiencing delays due to external factors,3,5,12,2,5,1,4,False,32.0,-8.0,2023-07-30,2023-08-06,3,3,1,5,1,4,Concerns about the team's ability to meet project deadlines.,1
Cloe,Spinley,cspinleyi@ebay.com,Male,18-12-1992,User,software_developper,32,Stanton and Sons,Software_Developper,2024-03-19,2024-04-23,35,Mid Cap Project,11-08-2023,01-09-2023,21,2023-04-29,2023-05-06,sales_activity,Feeling empowered to make decisions,1,11,4,5,4,2,1,False,28.0,-12.0,2023-06-07,2023-06-14,4,1,4,4,3,3,Concerns about the project's alignment with organizational goals.,1
Lorry,Grimsdell,lgrimsdellkk@devhub.com,Male,21-09-1991,User,consultant,33,"Wisozk, Shanahan and Schimmel",Consulting,2023-09-13,2023-10-18,35,Mid Cap Project,12-01-2024,16-02-2024,35,2023-08-02,2023-08-09,client_project,Feeling overwhelmed by workload,3,2,6,3,2,6,6,False,28.0,-12.0,,,,,,,,,,1
Georgeanne,Zaniolini,gzaniolinip5@w3.org,Male,06-04-1994,User,tribe_master,30,"Kshlerin, Mertz and Mertz",Consulting,2023-07-12,2023-08-02,21,Mid Cap Project,15-06-2023,20-07-2023,35,2024-01-17,2024-01-24,sales_activity,Need to address project risks proactively,2,12,3,1,2,3,3,False,26.0,-14.0,2024-03-02,2024-03-09,4,2,4,1,3,2,Need assistance in managing project stakeholders' expectations.,1
Nanon,Spowage,nspowagef9@sciencedaily.com,Male,14-10-1979,User,software_developper,45,Langworth and Sons,Software_Developper,2024-02-05,2024-02-26,21,Mid Cap Project,22-02-2024,07-03-2024,14,2023-09-16,2023-09-23,bau,Need better communication from project stakeholders,10,7,12,10,4,4,10,False,57.0,17.0,,,,,,,,,,0
Davina,Janeway,djaneway1u@cbc.ca,Male,10-12-1982,User,intern,42,"McDermott, Carroll and Dare",Software_Developper,2023-12-07,2024-01-04,28,Mid Cap Project,18-12-2023,29-01-2024,42,2023-06-05,2023-06-12,client_project,Need to enhance communication skills,2,2,9,4,7,3,2,False,29.0,-11.0,2023-09-03,2023-09-10,5,1,1,4,3,1,Need some help from the resource person.,1
Maddy,Fendley,mfendley9n@chron.com,Female,26-07-1988,User,consultant,36,"Keebler, Feil and Monahan",Software_Developper,2023-05-02,2023-06-06,35,Mid Cap Project,30-11-2023,21-12-2023,21,2023-12-18,2023-12-25,sales_activity,Feeling valued and appreciated by team,6,6,1,3,2,2,11,False,31.0,-9.0,2024-02-29,2024-03-07,3,3,1,3,4,3,Struggling with maintaining project stakeholder relationships and engagement.,1
Dede,Spaven,dspavenai@linkedin.com,Male,07-05-1990,User,consultant,34,Predovic-Rodriguez,Software_Developper,2023-07-01,2023-07-22,21,Mid Cap Project,23-01-2024,27-02-2024,35,2024-01-25,2024-02-01,sales_activity,Feeling supported by team members,5,4,1,1,5,9,1,True,26.0,-14.0,2023-08-02,2023-08-09,5,3,2,4,4,2,Concerns about the project's impact on team members' workload and well-being.,1
Cass,Hulkes,chulkesdx@fema.gov,Male,19-03-1990,User,software_developper,34,"Gerlach, Rosenbaum and Grimes",Software_Developper,2023-06-20,2023-07-04,14,Small Cap Project,06-04-2024,20-04-2024,14,2023-06-05,2023-06-12,sales_activity,Need feedback on work done so far,11,1,5,7,11,4,5,True,44.0,4.0,2023-09-14,2023-09-21,1,5,5,5,1,4,Feeling frustrated with the project's lack of progress and clarit,0
Damon,Toffetto,dtoffettopl@census.gov,Female,12-08-1998,User,intern,26,Paucek-Rutherford,Consulting,2023-04-14,2023-04-28,14,Small Cap Project,22-08-2023,12-09-2023,21,2023-08-20,2023-08-27,sales_activity,Need to delegate tasks more effectively,7,6,6,9,9,2,7,False,46.0,6.0,2023-04-29,2023-05-06,2,1,4,4,2,5,Seeking guidance on managing project schedules and deadlines effectively.,0
Prince,Nazaret,pnazaretj4@acquirethisname.com,Male,01-08-1984,User,intern,40,Doyle-Dietrich,Software_Developper,2023-06-26,2023-07-10,14,Small Cap Project,17-08-2023,14-09-2023,28,2024-03-14,2024-03-21,client_project,Need better communication from project stakeholders,7,5,2,4,1,6,9,False,34.0,-6.0,,,,,,,,,,1
Chiarra,Avrashin,cavrashin2p@fda.gov,Female,26-08-1980,User,software_developper,44,Yundt-MacGyver,Software_Developper,2024-03-08,2024-03-29,21,Mid Cap Project,13-07-2023,17-08-2023,35,2023-11-17,2023-11-24,client_project,Task scope changed midway through,6,11,5,11,2,9,8,False,52.0,12.0,,,,,,,,,,0
Mose,Ganforthe,mganfortheqk@gov.uk,Male,06-02-1990,User,intern,34,Kohler Inc,Software_Developper,2023-04-23,2023-05-14,21,Mid Cap Project,02-12-2023,30-12-2023,28,2023-09-26,2023-10-03,client_project,Need more resources to complete tasks,10,4,8,3,1,4,3,False,33.0,-7.0,,,,,,,,,,1
Cirilo,Blaw,cblaw3a@google.fr,Female,26-01-1984,User,consultant,40,Doyle-Dietrich,Software_Developper,2023-06-26,2023-07-10,14,Small Cap Project,09-04-2023,14-05-2023,35,2024-03-14,2024-03-21,client_project,Need better communication from project stakeholders,7,5,2,4,1,6,9,False,34.0,-6.0,2023-06-15,2023-06-22,5,3,1,3,4,2,Need support in addressing team members' performance issues.,1
Damon,Toffetto,dtoffettopl@census.gov,Female,12-08-1998,User,intern,26,Lang-Harvey,Software_Developper,2024-04-05,2024-05-03,28,Mid Cap Project,22-08-2023,12-09-2023,21,2023-07-04,2023-07-11,sales_activity,Feeling confident about progress made,10,1,8,5,3,4,3,False,34.0,-6.0,2023-04-29,2023-05-06,2,1,4,4,2,5,Seeking guidance on managing project schedules and deadlines effectively.,1
Kimbra,Simakov,ksimakovb9@sbwire.com,Female,18-04-1984,User,tribe_master,40,West LLC,Consulting,2023-07-07,2023-08-04,28,Mid Cap Project,30-01-2024,05-03-2024,35,2023-05-10,2023-05-17,client_project,Enjoying working on current tasks,11,5,10,8,1,5,10,False,50.0,10.0,,,,,,,,,,0
Leese,Divine,ldivinegk@naver.com,Female,17-07-1980,User,software_developper,44,Smith Group,Consulting,2023-05-08,2023-06-12,35,Mid Cap Project,03-04-2024,08-05-2024,35,2024-02-24,2024-03-02,client_project,Feeling overwhelmed by project complexity,11,12,3,12,9,5,4,True,56.0,16.0,2023-10-05,2023-10-12,1,1,1,2,1,2,Seeking guidance on managing project constraints.,0
Dal,MacAleese,dmacaleeserm@cyberchimps.com,Female,03-08-1977,User,intern,47,"Wyman, Langosh and Wiegand",Software_Developper,2023-08-11,2023-09-15,35,Mid Cap Project,09-10-2023,06-11-2023,28,2024-01-17,2024-01-24,client_project,Need to escalate issues to management,10,5,7,5,1,10,10,True,48.0,8.0,2023-04-19,2023-04-26,4,4,3,5,4,2,Seeking guidance on managing project complexities and challenges effectively.,0
Marilee,Bogue,mbogueqe@discuz.net,Male,26-03-1989,User,software_developper,35,"Wisozk, Shanahan and Schimmel",Consulting,2023-09-13,2023-10-18,35,Mid Cap Project,18-06-2023,16-07-2023,28,2023-04-15,2023-04-22,client_project,Task requirements aligned with user needs,5,4,10,3,5,3,4,True,34.0,-6.0,2024-02-28,2024-03-06,2,1,3,1,3,1,Concerns about the team's alignment with project objectives.,1
Dal,MacAleese,dmacaleeserm@cyberchimps.com,Male,03-09-1978,User,intern,46,Lubowitz Inc,Consulting,2023-07-23,2023-08-20,28,Mid Cap Project,09-10-2023,06-11-2023,28,2024-01-17,2024-01-24,client_project,Need to escalate issues to management,10,5,7,5,1,10,10,True,48.0,8.0,2023-04-19,2023-04-26,4,4,3,5,4,2,Seeking guidance on managing project complexities and challenges effectively.,0
Riccardo,Cundict,rcundicte0@gizmodo.com,Male,10-12-1986,User,consultant,38,Reynolds LLC,Software_Developper,2023-08-17,2023-08-31,14,Small Cap Project,23-09-2023,14-10-2023,21,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,,,,,,,,,,1
Tawsha,Paridge,tparidge7w@furl.net,Male,01-02-1988,User,software_developper,36,Nolan-Thompson,Software_Developper,2023-06-25,2023-07-30,35,Mid Cap Project,05-03-2024,19-03-2024,14,2023-05-31,2023-06-07,sales_activity,Experiencing delays due to external factors,3,5,12,2,5,1,4,False,32.0,-8.0,2023-11-23,2023-11-30,4,1,5,1,3,2,Experiencing burnout due to long hours.,1
Noach,Wigmore,nwigmore7i@apple.com,Female,26-11-2001,User,tribe_master,23,Bosco and Sons,Consulting,2023-10-15,2023-10-29,14,Small Cap Project,14-01-2024,11-02-2024,28,2024-03-02,2024-03-09,sales_activity,Feeling enthusiastic about project progress,11,12,7,9,3,6,5,True,53.0,13.0,2023-07-02,2023-07-09,5,4,1,5,3,2,Feeling unsupported in addressing project conflicts and disagreements.,0
Briny,Kittman,bkittmannd@dyndns.org,Male,04-09-1983,User,tribe_master,41,"Beatty, Lockman and Ortiz",Software_Developper,2023-06-04,2023-07-02,28,Mid Cap Project,23-03-2024,04-05-2024,42,2023-04-29,2023-05-06,sales_activity,Feeling empowered to make decisions,1,11,4,5,4,2,1,False,28.0,-12.0,2024-01-18,2024-01-25,1,2,4,4,2,3,Concerns about the team's communication gaps.,1
Jarvis,Arter,jartermc@google.com.br,Female,01-04-2001,User,software_developper,23,"Stehr, Mills and Toy",Intern,2023-06-11,2023-06-25,14,Small Cap Project,07-09-2023,19-10-2023,42,2023-12-18,2023-12-25,bau,Facing challenges with time tracking,9,7,2,4,1,8,2,True,33.0,-7.0,2023-04-26,2023-05-03,5,5,3,1,2,2,Need support in handling client expectations.,1
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,13-11-1999,User,consultant,25,Harber-Wintheiser,Software_Developper,2023-08-11,2023-08-25,14,Small Cap Project,12-08-2023,02-09-2023,21,2024-03-26,2024-04-02,bau,Task complexity higher than anticipated,1,3,8,5,9,5,2,True,33.0,-7.0,,,,,,,,,,1
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,13-11-1999,User,consultant,25,"Kautzer, McKenzie and Lockman",Software_Developper,2024-03-15,2024-04-05,21,Mid Cap Project,12-08-2023,02-09-2023,21,2023-08-25,2023-09-01,bau,Feeling overwhelmed by workload,10,11,12,7,3,2,5,False,50.0,10.0,,,,,,,,,,0
Dewie,Amaya,damaya1q@indiatimes.com,Male,07-07-1976,User,consultant,48,Herman and Sons,Intern,2023-04-10,2023-05-15,35,Mid Cap Project,14-08-2023,28-08-2023,14,2023-09-12,2023-09-19,sales_activity,Task completion delayed due to unforeseen circumstances,10,3,2,2,1,9,6,True,33.0,-7.0,2023-05-20,2023-05-27,3,1,1,5,4,4,Seeking guidance on managing project schedules and deadlines.,1
Cloe,Spinley,cspinleyi@ebay.com,Male,18-12-1992,User,software_developper,32,"Beatty, Lockman and Ortiz",Software_Developper,2023-06-04,2023-07-02,28,Mid Cap Project,11-08-2023,01-09-2023,21,2023-04-25,2023-05-02,sales_activity,Task progress hindered by bureaucracy,3,7,11,9,1,10,8,True,49.0,9.0,2023-06-07,2023-06-14,4,1,4,4,3,3,Concerns about the project's alignment with organizational goals.,0
Damon,Toffetto,dtoffettopl@census.gov,Female,12-08-1998,User,intern,26,Torphy Inc,Software_Developper,2023-08-17,2023-09-21,35,Mid Cap Project,22-08-2023,12-09-2023,21,2023-07-04,2023-07-11,sales_activity,Feeling confident about progress made,10,1,8,5,3,4,3,False,34.0,-6.0,2023-04-29,2023-05-06,2,1,4,4,2,5,Seeking guidance on managing project schedules and deadlines effectively.,1
Thom,Petriello,tpetriellobx@mtv.com,Male,10-01-1985,User,intern,39,Quitzon-Ernser,Consulting,2023-09-16,2023-10-07,21,Mid Cap Project,20-06-2023,01-08-2023,42,2024-02-23,2024-03-01,bau,Need to seek advice from mentors,9,3,7,9,12,4,2,True,46.0,6.0,2024-04-05,2024-04-12,2,1,5,3,5,2,Concerns about the project's communication and collaboration practices.,0
Nady,Hellwich,nhellwichgj@mayoclinic.com,Male,20-01-1982,User,intern,42,Schumm-O'Kon,Consulting,2023-04-10,2023-05-15,35,Mid Cap Project,09-09-2023,23-09-2023,14,2023-10-30,2023-11-06,client_project,Facing challenges with client expectations,8,3,6,7,2,5,9,True,40.0,0.0,2023-09-14,2023-09-21,4,3,2,4,5,1,Feeling stressed due to the project's impact on team dynamics and morale.,0
